,punti TOT,100m,100m p,800m,800m p,atleta,link_atleta
1,2126.0,23.52,1027.0,121.09,1099.0,REINA Daniela,https://www.fidal.it/atleta/REINA-Daniela/e6iRkpKkaWQ%3D
2,2101.0,23.74,1006.0,121.35,1095.0,MILANI Marta,https://www.fidal.it/atleta/MILANI-Marta/dqiRlpanaWc%3D
3,2054.0,13.35,1072.0,128.84,982.0,GEREVINI Sveva,https://www.fidal.it/atleta/GEREVINI-Sveva/dqiSl5SkaWQ%3D
4,2051.0,24.64,920.0,119.07,1131.0,COIRO Eloisa,https://www.fidal.it/atleta/COIRO-Eloisa/f6yRk5mjaGk%3D
5,2017.0,13.33,1075.0,131.55,942.0,DOVERI Francesca,https://www.fidal.it/atleta/DOVERI-Francesca/faiRk5ikcWk%3D
6,2009.0,23.77,1003.0,127.19,1006.0,SPACCA Maria enrica,https://www.fidal.it/atleta/SPACCA-Maria-enrica/f6iRlpWha2M%3D
7,2008.0,23.37,1042.0,129.92,966.0,CHIGBOLU Maria benedicta,https://www.fidal.it/atleta/CHIGBOLU-Maria-benedicta/f6iRmJufbGU%3D
8,1966.0,23.85,995.0,129.55,971.0,BONORA Alessandra,https://www.fidal.it/atleta/BONORA-Alessandra/dqqRl5mhaWs%3D
9,1961.0,12.07,939.0,126.15,1022.0,ALMICI Alexandra,https://www.fidal.it/atleta/ALMICI-Alexandra/dqqRl5ejaGc%3D
10,1958.0,25.69,824.0,118.89,1134.0,BELLO' Elena,https://www.fidal.it/atleta/BELLO-Elena/eK6Rkpajb2c%3D
11,1956.0,25.05,882.0,122.74,1074.0,RIVA Antonella,https://www.fidal.it/atleta/RIVA-Antonella/eqiRk5Sha2U%3D
12,1942.0,24.53,930.0,126.82,1012.0,ROSATI Martina,https://www.fidal.it/atleta/ROSATI-Martina/daiRk5SjbWg%3D
13,1937.0,12.42,873.0,123.35,1064.0,TROIANI Serena,https://www.fidal.it/atleta/TROIANI-Serena/drKRkpenbGk%3D
14,1935.0,25.59,833.0,120.88,1102.0,VANDI Eleonora,https://www.fidal.it/atleta/VANDI-Eleonora/e6iRk5eoaGc%3D
15,1934.0,25.29,860.0,122.69,1074.0,KABANGU Ngalula gloria,https://www.fidal.it/atleta/KABANGU-Ngalula-gloria/f62RkpikbGk%3D
16,1933.0,24.31,951.0,128.85,982.0,PIANGERELLI Donata,https://www.fidal.it/atleta/PIANGERELLI-Donata/e6iRkpmfbGU%3D
17,1933.0,25.22,867.0,123.23,1066.0,PANSINI Federica,https://www.fidal.it/atleta/PANSINI-Federica/f6yRlJSgams%3D
18,1923.0,24.63,921.0,127.47,1002.0,PASQUALE Lucia,https://www.fidal.it/atleta/PASQUALE-Lucia/hKmRkpKlbGY%3D
19,1920.0,25.47,844.0,122.6,1076.0,MATTAGLIANO Joyce,https://www.fidal.it/atleta/MATTAGLIANO-Joyce/eauRkpqna2Q%3D
20,1919.0,24.58,926.0,128.05,993.0,CECCARELLI Benedetta,https://www.fidal.it/atleta/CECCARELLI-Benedetta/fqiRkpOjbmY%3D
21,1910.0,24.07,974.0,131.94,936.0,SCHUTZMANN Maria teresa,https://www.fidal.it/atleta/SCHUTZMANN-Maria-teresa/f6iRkpeicGc%3D
22,1903.0,25.06,881.0,126.14,1022.0,MAMBRETTI Marina,https://www.fidal.it/atleta/MAMBRETTI-Marina/dq2RkpagbWM%3D
23,1902.0,14.09,966.0,131.98,936.0,RICALI Cecilia,https://www.fidal.it/atleta/RICALI-Cecilia/dqiRlpefaWc%3D
24,1901.0,12.03,947.0,130.74,954.0,TROIANI Alexandra,https://www.fidal.it/atleta/TROIANI-Alexandra/drKRkpenbGo%3D
25,1898.0,24.94,892.0,127.2,1006.0,ENDRIZZI Francesca,https://www.fidal.it/atleta/ENDRIZZI-Francesca/d6iRkpSncWc%3D
26,1890.0,24.74,911.0,129.03,979.0,ZAPPA Valentina,https://www.fidal.it/atleta/ZAPPA-Valentina/dquRkpSnamk%3D
27,1890.0,25.64,829.0,123.57,1061.0,BIANCHI Francesca,https://www.fidal.it/atleta/BIANCHI-Francesca/dKyRlJafamk%3D
28,1889.0,24.27,955.0,132.09,934.0,SIRTOLI Eleonora,https://www.fidal.it/atleta/SIRTOLI-Eleonora/dqmRlpilcWY%3D
29,1887.0,25.86,809.0,122.47,1078.0,BALDESSARI Irene,https://www.fidal.it/atleta/BALDESSARI-Irene/d6iRkpmicWw%3D
30,1886.0,11.72,1007.0,135.95,879.0,GRASSO Tiziana maria,https://www.fidal.it/atleta/GRASSO-Tiziana-maria/h6iRlJqna2g%3D
31,1886.0,24.82,903.0,128.75,983.0,MELETTO Silvia,https://www.fidal.it/atleta/MELETTO-Silvia/dquRkpefaWs%3D
32,1883.0,14.0,978.0,134.15,905.0,QUAGLIERI Lucia,https://www.fidal.it/atleta/QUAGLIERI-Lucia/eqiRlpKfbmg%3D
33,1879.0,14.36,928.0,130.96,951.0,OBERTO Laura,https://www.fidal.it/atleta/OBERTO-Laura/dK6RlJqjaWk%3D
34,1879.0,12.14,926.0,130.79,953.0,NATALI Chiara,https://www.fidal.it/atleta/NATALI-Chiara/e6iRk5OkaWo%3D
35,1879.0,13.38,1068.0,140.95,811.0,LATINI Giulia,https://www.fidal.it/atleta/LATINI-Giulia/f6iRl5ahb2M%3D
36,1879.0,13.66,1027.0,137.92,852.0,GIOVANNINI Marta giaele,https://www.fidal.it/atleta/GIOVANNINI-Marta-giaele/faiSk5KjbGk%3D
37,1874.0,24.12,969.0,134.17,905.0,VARISCO Chiara,https://www.fidal.it/atleta/VARISCO-Chiara/dq2RlJKhb2k%3D
38,1873.0,12.12,929.0,131.4,944.0,FOUDRAZ Eleonora,https://www.fidal.it/atleta/FOUDRAZ-Eleonora/dKqRkpOibGY%3D
39,1872.0,25.53,839.0,125.42,1033.0,MONACHINO Serena,https://www.fidal.it/atleta/MONACHINO-Serena/dqmRlpmgbWg%3D
40,1871.0,24.54,929.0,131.58,942.0,ROLANDO VIADA Lizmelys eladia,https://www.fidal.it/atleta/ROLANDO-VIADA-Lizmelys-eladia/eqAAARkpKhaWY%3D
41,1869.0,25.65,828.0,124.89,1041.0,GRANGE Cristina,https://www.fidal.it/atleta/GRANGE-Cristina/dKiRkpagbmU%3D
42,1867.0,24.17,964.0,134.29,903.0,VERDERIO Ilaria,https://www.fidal.it/atleta/VERDERIO-Ilaria/dq2RlJanbmY%3D
43,1866.0,24.41,942.0,132.82,924.0,BATTAGLIA Flavia,https://www.fidal.it/atleta/BATTAGLIA-Flavia/f6iRmZSibGg%3D
44,1864.0,26.38,764.0,121.06,1100.0,VISSA Sintayehu,https://www.fidal.it/atleta/VISSA-Sintayehu/eayRk5SjbWg%3D
45,1863.0,14.04,973.0,135.19,890.0,PALUMBO Federica,https://www.fidal.it/atleta/PALUMBO-Federica/dq2Rk5SfcWk%3D
46,1862.0,25.58,834.0,125.72,1028.0,CANAZZA Martina,https://www.fidal.it/atleta/CANAZZA-Martina/dK2Rk5uhbWo%3D
47,1857.0,12.1,933.0,132.77,924.0,PINI Irene,https://www.fidal.it/atleta/PINI-Irene/eqyRkpancGY%3D
48,1857.0,12.72,819.0,125.08,1038.0,FAVALLI Sophia,https://www.fidal.it/atleta/FAVALLI-Sophia/eKAAARkpmiaWs%3D
49,1853.0,13.4,1065.0,142.63,788.0,FOLORUNSO Ayomide temilade,https://www.fidal.it/atleta/FOLORUNSO-Ayomide-temilade/eq6RkpOla2k%3D
50,1852.0,24.63,921.0,132.29,931.0,CANTERGIANI Lucia,https://www.fidal.it/atleta/CANTERGIANI-Lucia/erGRkpWjaGQ%3D
51,1845.0,25.57,835.0,126.95,1010.0,TORRIENTE LEAL Betsy,https://www.fidal.it/atleta/TORRIENTE-LEAL-Betsy/h6iRlJmhaGw%3D
52,1844.0,25.41,850.0,128.02,994.0,FELICIANI Camilla,https://www.fidal.it/atleta/FELICIANI-Camilla/faiRm5KhcGc%3D
53,1842.0,24.15,966.0,136.17,876.0,TROIANI Virginia,https://www.fidal.it/atleta/TROIANI-Virginia/drKRkpenbGg%3D
54,1839.0,12.38,881.0,130.45,958.0,DONATI Giada,https://www.fidal.it/atleta/DONATI-Giada/equRkpOfcGQ%3D
55,1838.0,11.75,1001.0,139.04,837.0,GIRARDELLO Emma,https://www.fidal.it/atleta/GIRARDELLO-Emma/eKuRkpKiaGg%3D
56,1837.0,12.85,796.0,124.87,1041.0,VIAN Irene,https://www.fidal.it/atleta/VIAN-Irene/eK2RkpSkb2Y%3D
57,1836.0,12.14,926.0,133.75,910.0,CASAGRANDE MONTESI Aurora,https://www.fidal.it/atleta/CASAGRANDE-MONTESI-Aurora/dK6RlpOicGU%3D
58,1835.0,12.8,805.0,125.59,1030.0,FINESSO Alessandra,https://www.fidal.it/atleta/FINESSO-Alessandra/eKiRk5ioaWU%3D
59,1834.0,23.88,992.0,138.65,842.0,RAMI Laura elena,https://www.fidal.it/atleta/RAMI-Laura-elena/eqmRkpafcGw%3D
60,1833.0,25.22,867.0,129.89,966.0,RUSSO Valentina,https://www.fidal.it/atleta/RUSSO-Valentina/daiRk5OlcGQ%3D
61,1833.0,14.43,918.0,133.44,915.0,RENDINA Laura,https://www.fidal.it/atleta/RENDINA-Laura/f6iRlJKkamw%3D
62,1832.0,12.13,928.0,134.23,904.0,DALLASTA Stefania,https://www.fidal.it/atleta/DALLASTA-Stefania/eqiRlJeoamw%3D
63,1832.0,25.94,802.0,125.62,1030.0,BISCUOLA Stefania,https://www.fidal.it/atleta/BISCUOLA-Stefania/dKAAARk5mka2U%3D
64,1826.0,14.1,964.0,137.22,862.0,BIANCHI Carolina,https://www.fidal.it/atleta/BIANCHI-Carolina/eqiRlJSicWk%3D
65,1826.0,14.19,952.0,136.34,874.0,BOASSO Alice,https://www.fidal.it/atleta/BOASSO-Alice/dKyRk5uicWU%3D
66,1824.0,12.9,1140.0,150.74,684.0,BESANA Veronica,https://www.fidal.it/atleta/BESANA-Veronica/dquRkpmfamM%3D
67,1821.0,11.96,960.0,137.27,861.0,MARTINI Eleonora,https://www.fidal.it/atleta/MARTINI-Eleonora/daiRk5ShcGo%3D
68,1819.0,14.11,963.0,137.6,856.0,GENNARI Rebecca,https://www.fidal.it/atleta/GENNARI-Rebecca/drKRkpema2Y%3D
69,1819.0,25.65,828.0,128.2,991.0,MANIERO Claudia,https://www.fidal.it/atleta/MANIERO-Claudia/eaqRkpinaWQ%3D
70,1817.0,12.4,877.0,131.68,940.0,CALIGIANA Caterina,https://www.fidal.it/atleta/CALIGIANA-Caterina/fqmRkpefamY%3D
71,1817.0,24.64,920.0,134.69,897.0,ZAGO Samantha,https://www.fidal.it/atleta/ZAGO-Samantha/eKyRk5KgaGY%3D
72,1817.0,24.94,892.0,132.73,925.0,CAVALLERI Valentina,https://www.fidal.it/atleta/CAVALLERI-Valentina/iaiRkpmlaGs%3D
73,1816.0,25.79,816.0,127.6,1000.0,SCHIAVI Erica,https://www.fidal.it/atleta/SCHIAVI-Erica/dqmRl5WjbWs%3D
74,1815.0,23.87,993.0,140.14,822.0,MARCHIANDO Eleonora,https://www.fidal.it/atleta/MARCHIANDO-Eleonora/jKiRlJWob2c%3D
75,1813.0,26.11,788.0,125.95,1025.0,DI GRAZIA Loredana,https://www.fidal.it/atleta/DI-GRAZIA-Loredana/hKiSmZOgbGk%3D
76,1808.0,25.17,871.0,131.88,937.0,MORANDI Alessandra,https://www.fidal.it/atleta/MORANDI-Alessandra/eqyRkpWjbGg%3D
77,1807.0,26.55,750.0,123.81,1057.0,COLAJANNI Maria,https://www.fidal.it/atleta/COLAJANNI-Maria/h6iRlpilams%3D
78,1805.0,26.0,797.0,127.04,1008.0,OLIVA Marta,https://www.fidal.it/atleta/OLIVA-Marta/f6iRlJmnaGw%3D
79,1804.0,26.46,757.0,124.51,1047.0,MASOLINI Milena,https://www.fidal.it/atleta/MASOLINI-Milena/drGRkpKlbWs%3D
80,1803.0,12.68,826.0,129.15,977.0,IACAZIO CHIAVARI Claudia,https://www.fidal.it/atleta/IACAZIO-CHIAVARI-Claudia/dqiRk5Oga2w%3D
81,1803.0,24.97,890.0,133.54,913.0,RIPAMONTI Alessia,https://www.fidal.it/atleta/RIPAMONTI-Alessia/dquRkpOnaGU%3D
82,1803.0,25.6,833.0,129.65,970.0,BAGGIOLINI Emanuela,https://www.fidal.it/atleta/BAGGIOLINI-Emanuela/dqiRkpWjbGg%3D
83,1802.0,25.33,857.0,131.35,945.0,PRADELLI Elena,https://www.fidal.it/atleta/PRADELLI-Elena/eqyRkpWfaWg%3D
84,1800.0,14.17,954.0,138.35,846.0,MASSACCISI Jennifer,https://www.fidal.it/atleta/MASSACCISI-Jennifer/e6iRk5SlaGs%3D
85,1797.0,14.14,959.0,138.97,838.0,LUNARDON Alice,https://www.fidal.it/atleta/LUNARDON-Alice/eKqRkpSmbGk%3D
86,1796.0,25.58,834.0,130.2,962.0,TOZZI Federica,https://www.fidal.it/atleta/TOZZI-Federica/f6yRk5Ogbmo%3D
87,1796.0,25.11,877.0,133.15,919.0,GANASSINI Helga,https://www.fidal.it/atleta/GANASSINI-Helga/d6iRkpKicGU%3D
88,1795.0,14.12,961.0,139.21,834.0,RICCARDI Giulia,https://www.fidal.it/atleta/RICCARDI-Giulia/d6iRk5SoaGU%3D
89,1795.0,14.49,910.0,135.55,885.0,GHERGO Angelica,https://www.fidal.it/atleta/GHERGO-Angelica/e6mRkpOha2s%3D
90,1792.0,25.89,807.0,128.62,985.0,SERAFINI Elisa,https://www.fidal.it/atleta/SERAFINI-Elisa/f6iRmZWncGs%3D
91,1790.0,25.57,835.0,130.63,955.0,POLLINI Emma,https://www.fidal.it/atleta/POLLINI-Emma/dq2Rl5afbmg%3D
92,1790.0,24.97,890.0,134.49,900.0,BOLESO Clarissa,https://www.fidal.it/atleta/BOLESO-Clarissa/dquRk5KobmY%3D
93,1789.0,24.57,927.0,137.23,862.0,NASELLA Flavia,https://www.fidal.it/atleta/NASELLA-Flavia/f6iRmJmmcGs%3D
94,1786.0,26.19,781.0,127.25,1005.0,ROVERE Elisa,https://www.fidal.it/atleta/ROVERE-Elisa/eayRk5OfbmQ%3D
95,1784.0,26.1,788.0,127.9,996.0,RIGAMONTI Sara,https://www.fidal.it/atleta/RIGAMONTI-Sara/dqiRk5uiaGg%3D
96,1783.0,24.92,894.0,135.3,889.0,TOMASSETTI Alessia,https://www.fidal.it/atleta/TOMASSETTI-Alessia/e6iRkpifaWs%3D
97,1782.0,25.92,804.0,129.12,978.0,MEROI Chiara silvia,https://www.fidal.it/atleta/MEROI-Chiara-silvia/eKqRk5KkcGY%3D
98,1781.0,25.3,859.0,132.96,922.0,BACHER SCHOEPF Gertrud,https://www.fidal.it/atleta/BACHER-SCHOEPF-Gertrud/iaiRkpKjaGs%3D
99,1780.0,12.54,851.0,132.49,929.0,STRANIERI Martina,https://www.fidal.it/atleta/STRANIERI-Martina/dayRkpSgbWQ%3D
100,1780.0,24.97,890.0,135.16,890.0,CASAGRANDE Alice,https://www.fidal.it/atleta/CASAGRANDE-Alice/drKRk5aiaWk%3D
101,1780.0,25.18,870.0,133.75,910.0,GUERRERA Anna,https://www.fidal.it/atleta/GUERRERA-Anna/h6iRk5SlamY%3D
102,1779.0,11.5,1050.0,147.13,729.0,CASTELLANI Margherita,https://www.fidal.it/atleta/CASTELLANI-Margherita/fqmRk5ShbmQ%3D
103,1777.0,24.63,921.0,137.63,856.0,GRISENTI Francesca,https://www.fidal.it/atleta/GRISENTI-Francesca/eq6Rkpmhbmw%3D
104,1776.0,25.99,798.0,129.09,978.0,CHIERICHETTI Gaia,https://www.fidal.it/atleta/CHIERICHETTI-Gaia/drKRk5OfbGw%3D
105,1776.0,24.51,932.0,138.48,844.0,PADOAN Chiara,https://www.fidal.it/atleta/PADOAN-Chiara/f62RkpqhamQ%3D
106,1776.0,25.03,884.0,135.02,892.0,CHESSA Giulia,https://www.fidal.it/atleta/CHESSA-Giulia/eaqRkpmfamw%3D
107,1775.0,13.78,1010.0,144.38,765.0,TREVISAN Elisa,https://www.fidal.it/atleta/TREVISAN-Elisa/eKiRkpeibGY%3D
108,1774.0,25.83,812.0,130.16,962.0,BATTISTONI Saskia,https://www.fidal.it/atleta/BATTISTONI-Saskia/d6iRk5SiamY%3D
109,1772.0,26.09,789.0,128.76,983.0,OBERHAMMER Katharina,https://www.fidal.it/atleta/OBERHAMMER-Katharina/iaiRk5ShbWQ%3D
110,1772.0,25.45,846.0,132.67,926.0,REGINATO Valentina,https://www.fidal.it/atleta/REGINATO-Valentina/eK6RkpWjcGM%3D
111,1772.0,26.17,782.0,128.29,990.0,GUERRINI Gloria,https://www.fidal.it/atleta/GUERRINI-Gloria/f6iRlpOmamU%3D
112,1772.0,26.6,745.0,125.82,1027.0,BIANCHI Flavia,https://www.fidal.it/atleta/BIANCHI-Flavia/f6yRkpuibmQ%3D
113,1768.0,27.59,664.0,120.75,1104.0,SABBATINI Gaia,https://www.fidal.it/atleta/SABBATINI-Gaia/gayRkpKjaGU%3D
114,1767.0,11.74,1003.0,144.45,764.0,ALTIMARI Nicolina,https://www.fidal.it/atleta/ALTIMARI-Nicolina/f6uRkpKgbGw%3D
115,1767.0,12.25,905.0,137.2,862.0,MAGGIOROTTO Annalisa,https://www.fidal.it/atleta/MAGGIOROTTO-Annalisa/dKiRkpWha2o%3D
116,1765.0,24.39,944.0,140.19,821.0,ALBERTI Giulia,https://www.fidal.it/atleta/ALBERTI-Giulia/daiRk5OicWY%3D
117,1763.0,25.62,831.0,132.22,932.0,SILVESTRI Emma,https://www.fidal.it/atleta/SILVESTRI-Emma/e6qRkpOlamo%3D
118,1763.0,12.35,886.0,136.12,877.0,DALL'AGLIO Sara,https://www.fidal.it/atleta/DALL-AGLIO-Sara/eq6RkpOlams%3D
119,1762.0,26.03,795.0,129.83,967.0,SOTGIU Maria paola,https://www.fidal.it/atleta/SOTGIU-Maria-paola/iKyRkpSkcGg%3D
120,1762.0,25.4,850.0,133.65,912.0,AGREITER Caren,https://www.fidal.it/atleta/AGREITER-Caren/iaiRk5OobWQ%3D
121,1762.0,25.81,814.0,131.11,948.0,MAZZA Beatrice,https://www.fidal.it/atleta/MAZZA-Beatrice/dqmRlpqoaGs%3D
122,1761.0,14.38,925.0,139.1,836.0,RICCOMAGNO Anna,https://www.fidal.it/atleta/RICCOMAGNO-Anna/dKyRlJaicWQ%3D
123,1761.0,25.78,817.0,131.39,944.0,PEDUZZI Alessia,https://www.fidal.it/atleta/PEDUZZI-Alessia/daqRkpKlcGo%3D
124,1760.0,13.76,1013.0,145.78,747.0,BETTINI Elisa,https://www.fidal.it/atleta/BETTINI-Elisa/dqiRlJOocGk%3D
125,1760.0,14.44,917.0,138.56,843.0,BIANCHI BAZZI Sara,https://www.fidal.it/atleta/BIANCHI-BAZZI-Sara/dquRkpWkbGY%3D
126,1759.0,25.72,822.0,131.87,937.0,MORIN Matilde,https://www.fidal.it/atleta/MORIN-Matilde/eKqRkpilaGU%3D
127,1759.0,14.16,956.0,141.55,803.0,CALGARINI Chiara,https://www.fidal.it/atleta/CALGARINI-Chiara/eqAAARkpKjcWM%3D
128,1757.0,12.52,855.0,134.38,902.0,LUCCHINA Tecla,https://www.fidal.it/atleta/LUCCHINA-Tecla/drKRkpWlcWk%3D
129,1757.0,27.27,690.0,123.2,1067.0,DE NONI Lorenza,https://www.fidal.it/atleta/DE-NONI-Lorenza/eKyRk5qjcGM%3D
130,1756.0,14.72,879.0,136.12,877.0,SPINELLO Gioi,https://www.fidal.it/atleta/SPINELLO-Gioi/eKqRkpOka2U%3D
131,1756.0,26.3,771.0,128.63,985.0,GERLOTTI Giulia,https://www.fidal.it/atleta/GERLOTTI-Giulia/faiRlJOoa2o%3D
132,1755.0,12.41,875.0,135.91,880.0,PECCO Alessandra,https://www.fidal.it/atleta/PECCO-Alessandra/dquRkpefamM%3D
133,1754.0,14.07,968.0,142.8,786.0,FERRERO Eleonora,https://www.fidal.it/atleta/FERRERO-Eleonora/daiUlpakcGY%3D
134,1754.0,27.21,694.0,123.64,1060.0,TOZZI Martina,https://www.fidal.it/atleta/TOZZI-Martina/f6iRmZijamM%3D
135,1752.0,24.86,900.0,137.95,852.0,GRASSO Tiziana,https://www.fidal.it/atleta/GRASSO-Tiziana/h6iRlJqna2g%3D
136,1751.0,25.15,873.0,136.03,878.0,SCARDUELLI Lavinia,https://www.fidal.it/atleta/SCARDUELLI-Lavinia/dq2RlJKhamY%3D
137,1751.0,26.1,788.0,130.09,963.0,MENOTTI Francesca,https://www.fidal.it/atleta/MENOTTI-Francesca/eayRk5enaWM%3D
138,1750.0,12.2,914.0,139.07,836.0,MAGNO Giulia,https://www.fidal.it/atleta/MAGNO-Giulia/h6iRlJqgbGM%3D
139,1750.0,26.82,727.0,126.06,1023.0,FERDANI Chiara,https://www.fidal.it/atleta/FERDANI-Chiara/daiUlpamaGM%3D
140,1750.0,26.52,752.0,127.76,998.0,BONANNI Martina,https://www.fidal.it/atleta/BONANNI-Martina/f6iRmZaha2Q%3D
141,1748.0,12.61,839.0,133.86,909.0,SIVIERO Arianna,https://www.fidal.it/atleta/SIVIERO-Arianna/eK6RkpaiamQ%3D
142,1747.0,25.9,806.0,131.64,941.0,BENEVELLI Elena,https://www.fidal.it/atleta/BENEVELLI-Elena/erGRkpKjb2Q%3D
143,1746.0,25.74,820.0,132.63,926.0,MASCI Elisa,https://www.fidal.it/atleta/MASCI-Elisa/f6iRlZakamY%3D
144,1745.0,14.53,905.0,138.76,840.0,CHIARATTI Sara,https://www.fidal.it/atleta/CHIARATTI-Sara/damRkpKoa2o%3D
145,1743.0,12.16,922.0,140.17,821.0,PAOLIN Francesca,https://www.fidal.it/atleta/PAOLIN-Francesca/dKuRk5emcWU%3D
146,1742.0,25.79,816.0,132.66,926.0,PANEI Fabiana,https://www.fidal.it/atleta/PANEI-Fabiana/f6iRmZeja2g%3D
147,1740.0,24.8,905.0,139.19,835.0,MORAO Eleonora,https://www.fidal.it/atleta/MORAO-Eleonora/eKiRlZSjbGg%3D
148,1738.0,13.83,1003.0,146.65,735.0,DERKACH Dariya,https://www.fidal.it/atleta/DERKACH-Dariya/gKiRlZelcGw%3D
149,1738.0,12.87,792.0,131.31,946.0,BRANCHI Alice,https://www.fidal.it/atleta/BRANCHI-Alice/eq6RkpOia2c%3D
150,1737.0,26.74,734.0,127.37,1003.0,SOLDANI Federica,https://www.fidal.it/atleta/SOLDANI-Federica/faiRm5mlcWQ%3D
151,1736.0,24.94,892.0,138.5,844.0,PILEGGI Marta,https://www.fidal.it/atleta/PILEGGI-Marta/dqmRl5enams%3D
152,1736.0,12.61,839.0,134.68,897.0,CAMPION Elena,https://www.fidal.it/atleta/CAMPION-Elena/eKyRk5aobGM%3D
153,1735.0,14.05,971.0,144.43,764.0,OLIVIERI Linda,https://www.fidal.it/atleta/OLIVIERI-Linda/dK2Rk5mnbGQ%3D
154,1734.0,24.82,903.0,139.44,831.0,PITZALIS Camilla,https://www.fidal.it/atleta/PITZALIS-Camilla/iKmRkpefcGg%3D
155,1733.0,11.94,964.0,144.11,769.0,MARCHETTI Erica,https://www.fidal.it/atleta/MARCHETTI-Erica/faiRk5Ombmk%3D
156,1733.0,12.64,833.0,134.48,900.0,LEDDA Maddalena,https://www.fidal.it/atleta/LEDDA-Maddalena/daiRkpKnaWw%3D
157,1732.0,26.05,793.0,131.76,939.0,GOTTI Maeva,https://www.fidal.it/atleta/GOTTI-Maeva/eqiRlJWlbGY%3D
158,1730.0,26.23,777.0,130.78,953.0,DE BIASE Francesca,https://www.fidal.it/atleta/DE-BIASE-Francesca/f6yRkpOkaGY%3D
159,1729.0,26.28,773.0,130.6,956.0,BODDI Carolina,https://www.fidal.it/atleta/BODDI-Carolina/faAAARkpKmaWY%3D
160,1729.0,25.95,802.0,132.6,927.0,SCALA Lorenza,https://www.fidal.it/atleta/SCALA-Lorenza/f6iRl5ulbmk%3D
161,1729.0,14.21,949.0,143.26,780.0,MENSI Glenda,https://www.fidal.it/atleta/MENSI-Glenda/dqiRk5KlaGk%3D
162,1729.0,26.2,780.0,131.05,949.0,COLAPIETRO Simona,https://www.fidal.it/atleta/COLAPIETRO-Simona/hKiRkpOoaWU%3D
163,1727.0,25.77,817.0,133.8,910.0,BALDESSARI Cinzia,https://www.fidal.it/atleta/BALDESSARI-Cinzia/d6iRkpakcGQ%3D
164,1726.0,26.01,796.0,132.39,930.0,FRIGATTI Arianna,https://www.fidal.it/atleta/FRIGATTI-Arianna/dqAAARl5ifaGQ%3D
165,1726.0,25.03,884.0,138.68,842.0,GATTI Ambra,https://www.fidal.it/atleta/GATTI-Ambra/eqiRlZuka2U%3D
166,1725.0,25.23,866.0,137.44,859.0,RONDONI Elisa,https://www.fidal.it/atleta/RONDONI-Elisa/faiRkpSmaWQ%3D
167,1725.0,26.31,770.0,130.68,955.0,SISTI Elisabetta,https://www.fidal.it/atleta/SISTI-Elisabetta/f6yRkpujcGg%3D
168,1725.0,26.3,771.0,130.71,954.0,POLLINA Lucia teresa,https://www.fidal.it/atleta/POLLINA-Lucia-teresa/h6iRkpOkb2k%3D
169,1725.0,26.22,778.0,131.2,947.0,GUARINO Giulia,https://www.fidal.it/atleta/GUARINO-Giulia/hKiSmZOlaWM%3D
170,1724.0,26.88,722.0,127.45,1002.0,BRANGERO Martina,https://www.fidal.it/atleta/BRANGERO-Martina/dKyRlJqoamQ%3D
171,1724.0,26.76,732.0,128.12,992.0,AQDEIR Najla,https://www.fidal.it/atleta/AQDEIR-Najla/dq2RlJSlbWw%3D
172,1724.0,24.98,889.0,139.16,835.0,PETERLE Jessica,https://www.fidal.it/atleta/PETERLE-Jessica/eKAAARkpWncWo%3D
173,1722.0,25.27,862.0,137.33,860.0,PIRANA Veronica,https://www.fidal.it/atleta/PIRANA-Veronica/jKiRlJSobmQ%3D
174,1721.0,12.73,817.0,134.18,904.0,ZUINISI Anna,https://www.fidal.it/atleta/ZUINISI-Anna/f6yRlJqmcWQ%3D
175,1720.0,27.42,677.0,124.72,1043.0,CORNELLI Isabella,https://www.fidal.it/atleta/CORNELLI-Isabella/dqmRl5OicWU%3D
176,1719.0,12.73,817.0,134.35,902.0,MARTINELLI Emma,https://www.fidal.it/atleta/MARTINELLI-Emma/faiRm5Ohbmw%3D
177,1719.0,26.51,753.0,129.91,966.0,NAPOLETANO Alice,https://www.fidal.it/atleta/NAPOLETANO-Alice/daiUlpilcWw%3D
178,1717.0,26.82,727.0,128.27,990.0,TARSI Gaia,https://www.fidal.it/atleta/TARSI-Gaia/daqRkpKlaGQ%3D
179,1717.0,12.25,905.0,140.86,812.0,FERRERO Cristina,https://www.fidal.it/atleta/FERRERO-Cristina/dKmRk5mfamY%3D
180,1715.0,26.46,757.0,130.48,958.0,GIOCONDI Giada,https://www.fidal.it/atleta/GIOCONDI-Giada/f6yRk5umbWo%3D
181,1714.0,24.75,910.0,141.42000000000002,804.0,ZANELLA Ilaria,https://www.fidal.it/atleta/ZANELLA-Ilaria/eK6Rk5WncWo%3D
182,1714.0,14.35,929.0,142.9,785.0,BENUSSI Scilla,https://www.fidal.it/atleta/BENUSSI-Scilla/eK2Rk5OgcWs%3D
183,1714.0,13.1,752.0,130.2,962.0,DI PIETRO Camilla,https://www.fidal.it/atleta/DI-PIETRO-Camilla/f6iRmJefaWY%3D
184,1713.0,14.5,909.0,141.45,804.0,MONTAGNA Sofia,https://www.fidal.it/atleta/MONTAGNA-Sofia/dqAAARl5KhbGY%3D
185,1713.0,25.35,855.0,137.46,858.0,SPOLDI Cecilia,https://www.fidal.it/atleta/SPOLDI-Cecilia/dq2RlZmkb2U%3D
