gara,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
Marcia_10km,2955.0,49:15,2.0,TARQUINI Luca,1994,JM,FIAMME GIALLE G. SIMONI,16 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/TARQUINI-Luca/f6iRmJOobWc%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
Marcia_10km,2967.0,49:27,2.0,SAPUNOV Igor,1978,SM,ASSINDUSTRIA SPORT PADOVA,3 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/SAPUNOV-Igor/eKiRlJmfbmY%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,2974.0,49:34,2.0,INGLESE Giuseppe,1996,AM,ECOSPORT SB. 2000 MONTE ASC,1 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/INGLESE-Giuseppe/hamRkpKfbGU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-ASC/MT088
Marcia_10km,2975.0,49:35,2.0,ANGELINI Gregorio,1996,AM,ALTERATLETICA LOCOROTONDO,2 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/ANGELINI-Gregorio/hKiSmpWjcWk%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,2975.0,49:35,2.0,CORTINOVIS Massimiliano,1995,AM,U.S. SCANZOROSCIATE,4 su- 1,Caorle,2012-06-02,https://www.fidal.it/atleta/CORTINOVIS-Massimiliano/dqmRlpunaGo%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
Marcia_10km,2978.0,49:38,2.0,ANGELINI Gregorio,1996,AM,ALTERATLETICA LOCOROTONDO,1 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/ANGELINI-Gregorio/hKiSmpWjcWk%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,2978.0,49:38,2.0,MOROTTI Graziano,1951,SM60,U.S. QUERCIA TRENTINGRANA,50 se- 1,Lugano,2012-03-18,https://www.fidal.it/atleta/MOROTTI-Graziano/dqiRkpejaWo%3D,https://www.fidal.it/societa/U-S--QUERCIA-TRENTINGRANA/TN109
Marcia_10km,2979.0,49:39,2.0,MOBILIA Ivan,1991,PM,A.S.D. C.U.S. PALERMO,5 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/MOBILIA-Ivan/h6iRlZmhbmU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--PALERMO/PA001
Marcia_10km,2980.0,49:40,2.0,BERSANI Matteo,1996,AM,C.U.S. TORINO,3 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/BERSANI-Matteo/dK6RlJqnb2k%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
Marcia_10km,2989.0,49:49,2.0,DE ROSA Luigi,1996,AM,A.S.D. AGG. HINNA,2 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/DE-ROSA-Luigi/gKiRlpOlbWs%3D,https://www.fidal.it/societa/A-S-D--AGG--HINNA/NA014
Marcia_10km,2997.0,49:57,2.0,MOROTTI Bruno,1964,SM45,U.S. QUERCIA TRENTINGRANA,52 se- 1,Lugano,2012-03-18,https://www.fidal.it/atleta/MOROTTI-Bruno/dqmRl5igb2g%3D,https://www.fidal.it/societa/U-S--QUERCIA-TRENTINGRANA/TN109
Marcia_10km,2997.0,49:57,2.0,MUSSO Alessio giuseppe,1993,JM,FIAMME GIALLE G. SIMONI,17 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/MUSSO-Alessio-giuseppe/f6iRl5qicWc%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
Marcia_10km,2999.0,49:59,2.0,GIORDANO Manuel,1995,AM,C.U.S. PAVIA,7 se- 1,Chiasso,2012-10-14,https://www.fidal.it/atleta/GIORDANO-Manuel/dq2RlJSnaWk%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
Marcia_10km,3002.0,50:02,2.0,DE ROSA Luigi,1996,AM,A.S.D. AGG. HINNA,4 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/DE-ROSA-Luigi/gKiRlpOlbWs%3D,https://www.fidal.it/societa/A-S-D--AGG--HINNA/NA014
Marcia_10km,3004.0,50:04,2.0,GIORDANO Marco,1995,AM,C.U.S. PAVIA,8 se- 1,Chiasso,2012-10-14,https://www.fidal.it/atleta/GIORDANO-Marco/dq2RlJSnaWw%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
Marcia_10km,3015.0,50:15,2.0,BALDACCHINI Leonardo,1995,AM,A.S.D. 'THEATE WALK',5 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/BALDACCHINI-Leonardo/gaqRkpKkbmU%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3020.0,50:20,2.0,PALMISANO Michele,1994,JM,A.S.D. ATLETICA DON MILANI,5 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/PALMISANO-Michele/hKiSmpWma2c%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3025.0,50:25,2.0,GIORDANO Manuel,1995,AM,C.U.S. PAVIA,6 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/GIORDANO-Manuel/dq2RlJSnaWk%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
Marcia_10km,3027.0,50:27,2.0,ANGELINI Gregorio,1996,AM,ALTERATLETICA LOCOROTONDO,1 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/ANGELINI-Gregorio/hKiSmpWjcWk%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,3034.0,50:34,2.0,BALDACCHINI Leonardo,1995,AM,A.S.D. 'THEATE WALK',1 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/BALDACCHINI-Leonardo/gaqRkpKkbmU%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3037.0,50:37,2.0,ERRICO Andrea,1985,SM,ASD ATL.AGROPOLI HOTEL ILCEPPO,2 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/ERRICO-Andrea/gK2RkpOhaGg%3D,https://www.fidal.it/societa/ASD-ATL-AGROPOLI-HOTEL-ILCEPPO/SA128
Marcia_10km,3055.0,50:55,2.0,CORTINOVIS Massimiliano,1995,AM,U.S. SCANZOROSCIATE,6 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/CORTINOVIS-Massimiliano/dqmRlpunaGo%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
Marcia_10km,3057.0,50:57,2.0,MONSORNO Roberto,1994,JM,U.S.D. CERMIS,5 su- 1,Caorle,2012-06-02,https://www.fidal.it/atleta/MONSORNO-Roberto/d6iRkpqib2M%3D,https://www.fidal.it/societa/U-S-D--CERMIS/TN113
Marcia_10km,3070.0,51:10,2.0,CHEMELLO Tommaso,1995,AM,ASSINDUSTRIA SPORT PADOVA,6 su- 1,Caorle,2012-06-02,https://www.fidal.it/atleta/CHEMELLO-Tommaso/eKiRlZehcWk%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,3074.0,51:14,2.0,AMOROSO Michele,1993,JM,ATLETICA FIRENZE MARATHON S.S.,18 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/AMOROSO-Michele/faiRm5mfbmY%3D,https://www.fidal.it/societa/ATLETICA-FIRENZE-MARATHON-S-S-/FI002
Marcia_10km,3101.0,51:41,2.0,MICH Daniele,1995,AM,U.S.D. CERMIS,7 su- 1,Caorle,2012-06-02,https://www.fidal.it/atleta/MICH-Daniele/d6iRkpugbWo%3D,https://www.fidal.it/societa/U-S-D--CERMIS/TN113
Marcia_10km,3107.0,51:47,2.0,MANSUTTI Stefano,1995,AM,ASI INTESATLETICA,2 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/MANSUTTI-Stefano/f6iRmJuoaWs%3D,https://www.fidal.it/societa/ASI-INTESATLETICA/LT260
Marcia_10km,3116.0,51:56,2.0,MANSUTTI Stefano,1995,AM,ASI INTESATLETICA,3 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/MANSUTTI-Stefano/f6iRmJuoaWs%3D,https://www.fidal.it/societa/ASI-INTESATLETICA/LT260
Marcia_10km,3118.0,51:58,2.0,MUSSO Alessio giuseppe,1993,JM,FIAMME GIALLE G. SIMONI,6 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/MUSSO-Alessio-giuseppe/f6iRl5qicWc%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
Marcia_10km,3124.0,52:04,2.0,INGLESE Giuseppe,1996,AM,ECOSPORT SB. 2000 MONTE ASC,2 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/INGLESE-Giuseppe/hamRkpKfbGU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-ASC/MT088
Marcia_10km,3129.0,52:09,2.0,LAZZIZERA Corrado,1979,SM,ATL. ADEN  EXPRIVIA MOLFETTA,3 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/LAZZIZERA-Corrado/hKiRkpWgaWM%3D,https://www.fidal.it/societa/ATL--ADEN-EXPRIVIA-MOLFETTA/BA091
Marcia_10km,3133.0,52:13,2.0,CALIFANO Francesco,1995,AM,A.S.D. LIB. POL. AMAT. ATL. BN,3 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/CALIFANO-Francesco/gKqRkpKib2c%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
Marcia_10km,3135.0,52:15,2.0,SCORDO Giuseppe,1994,JM,ICARO,7 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/SCORDO-Giuseppe/hquRkpKgaWQ%3D,https://www.fidal.it/societa/ICARO/RC313
Marcia_10km,3144.0,52:24,2.0,BALDACCHINI Leonardo,1995,AM,A.S.D. 'THEATE WALK',3 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/BALDACCHINI-Leonardo/gaqRkpKkbmU%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3147.0,52:27,2.0,CALIFANO Francesco,1995,AM,A.S.D. LIB. POL. AMAT. ATL. BN,1 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/CALIFANO-Francesco/gKqRkpKib2c%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
Marcia_10km,3153.0,52:33,2.0,ADRIANI Francesco,1995,AM,U.S. GIOVANI ATLETI BARI,3 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/ADRIANI-Francesco/hKmRkpKgaGs%3D,https://www.fidal.it/societa/U-S--GIOVANI-ATLETI-BARI/BA006
Marcia_10km,3156.0,52:36,2.0,INGLESE Giuseppe,1996,AM,ECOSPORT SB. 2000 MONTE ASC,7 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/INGLESE-Giuseppe/hamRkpKfbGU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-ASC/MT088
Marcia_10km,3159.0,52:39,2.0,MELIS Andrea moreno,1994,JM,ATLETICA BRUGNERA FRIULINTAGLI,12 se- 2,Lugano,2012-03-18,https://www.fidal.it/atleta/MELIS-Andrea-moreno/eayRk5OmcWw%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
Marcia_10km,3159.0,52:39,2.0,PANNOFINO Davide,1984,SM,ATL. AMATORI CISTERNINO,4 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/PANNOFINO-Davide/hKiRk5Ooamw%3D,https://www.fidal.it/societa/ATL--AMATORI-CISTERNINO/BR104
Marcia_10km,3162.0,52:42,2.0,MALTONI Alessandro,1993,JM,ATL.CASTELFIDARDO CRIMINESI,4 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/MALTONI-Alessandro/e6iRk5Sna2k%3D,https://www.fidal.it/societa/ATL-CASTELFIDARDO-CRIMINESI/AN016
Marcia_10km,3167.0,52:47,2.0,CHEMELLO Tommaso,1995,AM,ASSINDUSTRIA SPORT PADOVA,8 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/CHEMELLO-Tommaso/eKiRlZehcWk%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,3173.0,52:53,2.0,LEUCI Antonio,1994,JM,ATL. AMATORI CISTERNINO,10 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/LEUCI-Antonio/hKqSmZOfaWo%3D,https://www.fidal.it/societa/ATL--AMATORI-CISTERNINO/BR104
Marcia_10km,3180.0,53:00,2.0,GIORDANO Marco,1995,AM,C.U.S. PAVIA,10 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/GIORDANO-Marco/dq2RlJSnaWw%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
Marcia_10km,3183.0,53:03,2.0,CALIFANO Francesco,1995,AM,A.S.D. LIB. POL. AMAT. ATL. BN,4 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/CALIFANO-Francesco/gKqRkpKib2c%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
Marcia_10km,3186.0,53:06,2.0,BUONANNO Umberto,1995,AM,ASD ENTERPRISE SPORT & SERVICE,4 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/BUONANNO-Umberto/gKyRkpSga2Q%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3195.0,53:15,2.0,FORESTI Samuele,1996,AM,ATL. BERGAMO 1959 CREBERG,11 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/FORESTI-Samuele/dqmRl5anb2Q%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
Marcia_10km,3199.0,53:19,2.0,ADRIANI Francesco,1995,AM,U.S. GIOVANI ATLETI BARI,5 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/ADRIANI-Francesco/hKmRkpKgaGs%3D,https://www.fidal.it/societa/U-S--GIOVANI-ATLETI-BARI/BA006
Marcia_10km,3219.0,53:39,2.0,MARRI Luigi,1995,AM,ATLETICA LIVORNO,9 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/MARRI-Luigi/faiSkpSjamw%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
Marcia_10km,3223.0,53:43,2.0,MANSUTTI Stefano,1995,AM,ASI INTESATLETICA,10 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/MANSUTTI-Stefano/f6iRmJuoaWs%3D,https://www.fidal.it/societa/ASI-INTESATLETICA/LT260
Marcia_10km,3241.0,54:01,2.0,CALIFANO Matteo,1996,AM,A.S.D. LIB. POL. AMAT. ATL. BN,2 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/CALIFANO-Matteo/gKqRkpKja2M%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
Marcia_10km,3242.0,54:02,2.0,FORESTI Samuele,1996,AM,ATL. BERGAMO 1959 CREBERG,3 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/FORESTI-Samuele/dqmRl5anb2Q%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
Marcia_10km,3250.0,54:10,2.0,D'ARCO Angelo,1996,AM,ASD ENTERPRISE SPORT & SERVICE,11 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/D-ARCO-Angelo/gKiRlZimbWc%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3253.0,54:13,2.0,BUONANNO Umberto,1995,AM,ASD ENTERPRISE SPORT & SERVICE,12 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/BUONANNO-Umberto/gKyRkpSga2Q%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3255.0,54:15,2.0,MARRI Luigi,1995,AM,ATLETICA LIVORNO,5 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/MARRI-Luigi/faiSkpSjamw%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
Marcia_10km,3255.0,54:15,2.0,MALTONI Alessandro,1993,JM,ATL.CASTELFIDARDO CRIMINESI,6 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/MALTONI-Alessandro/e6iRk5Sna2k%3D,https://www.fidal.it/societa/ATL-CASTELFIDARDO-CRIMINESI/AN016
Marcia_10km,3257.0,54:17,2.0,CORTINOVIS Massimiliano,1995,AM,U.S. SCANZOROSCIATE,12 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/CORTINOVIS-Massimiliano/dqmRlpunaGo%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
Marcia_10km,3266.0,54:26,2.0,BUSCAROLI Simone,1996,AM,ATL. IMOLA SACMI AVIS,8 su- 1,Caorle,2012-06-02,https://www.fidal.it/atleta/BUSCAROLI-Simone/eqiRlpmmbmM%3D,https://www.fidal.it/societa/ATL--IMOLA-SACMI-AVIS/BO014
Marcia_10km,3269.0,54:29,2.0,BALDACCHINI Leonardo,1995,AM,A.S.D. 'THEATE WALK',4 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/BALDACCHINI-Leonardo/gaqRkpKkbmU%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3272.0,54:32,2.0,BALDACCHINI Leonardo,1995,AM,A.S.D. 'THEATE WALK',3 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/BALDACCHINI-Leonardo/gaqRkpKkbmU%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3276.0,54:36,2.0,BALDACCHINI Leonardo,1995,AM,A.S.D. 'THEATE WALK',6 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/BALDACCHINI-Leonardo/gaqRkpKkbmU%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3278.0,54:38,2.0,GHILARDI Simone,1995,AM,ATL. LECCO-COLOMBO COSTRUZ.,9 su- 1,Caorle,2012-06-02,https://www.fidal.it/atleta/GHILARDI-Simone/dqmRl5KhcGY%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
Marcia_10km,3289.0,54:49,2.0,SUARATO Marco,1996,AM,A.S.D. AGG. HINNA,7 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/SUARATO-Marco/gKiRlZuhcGs%3D,https://www.fidal.it/societa/A-S-D--AGG--HINNA/NA014
Marcia_10km,3291.0,54:51,2.0,DELLE FRATTE Tomas,1996,AM,G.S.SELF ATL. MONTANARI GRUZZA,10 su- 1,Caorle,2012-06-02,https://www.fidal.it/atleta/DELLE-FRATTE-Tomas/erORkpKhaWU%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
Marcia_10km,3316.0,55:16,2.0,BOSCHETTI Giuliano,1994,JM,ATL.VICENTINA,11 su- 1,Caorle,2012-06-02,https://www.fidal.it/atleta/BOSCHETTI-Giuliano/eK6RkpWfcWw%3D,https://www.fidal.it/societa/ATL-VICENTINA/VI626
Marcia_10km,3322.0,55:22,2.0,AVENA Antonio,1995,AM,ECOSPORT SB. 2000 MONTE ASC,5 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/AVENA-Antonio/haiRk5WmbWg%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-ASC/MT088
Marcia_10km,3335.0,55:35,2.0,CALIFANO Matteo,1996,AM,A.S.D. LIB. POL. AMAT. ATL. BN,13 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/CALIFANO-Matteo/gKqRkpKja2M%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
Marcia_10km,3347.0,55:47,2.0,DELLE FRATTE Tomas,1996,AM,G.S.SELF ATL. MONTANARI GRUZZA,8 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/DELLE-FRATTE-Tomas/erORkpKhaWU%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
Marcia_10km,3369.0,56:09,2.0,DI MAURO Alfredo,1995,AM,ATLETICA LIVORNO,9 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/DI-MAURO-Alfredo/faiRm5ulaWc%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
Marcia_10km,3370.0,56:10,2.0,D'ANTONIO Emanuele,1994,JM,A.S.D. 'THEATE WALK',8 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/D-ANTONIO-Emanuele/gaiRk5igaWU%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3386.0,56:26,2.0,NAPOLI Marco,1995,AM,ASD ENTERPRISE SPORT & SERVICE,14 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/NAPOLI-Marco/gKiRlZejcGc%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3391.0,56:31,2.0,AVENA Antonio,1995,AM,ECOSPORT SB. 2000 MONTE ASC,6 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/AVENA-Antonio/haiRk5WmbWg%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-ASC/MT088
Marcia_10km,3392.0,56:32,2.0,MASTRANGELO Angelo,1996,AM,A.S.D. ATLETICA DON MILANI,7 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/MASTRANGELO-Angelo/hK2RkpOfcWQ%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3392.0,56:32,2.0,CARRIERO Daniele,1996,AM,A.S.D. ATLETICA DON MILANI,8 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/CARRIERO-Daniele/hK2RkpKnbWY%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3395.0,56:35,2.0,D'ANTONIO Emanuele,1994,JM,A.S.D. 'THEATE WALK',5 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/D-ANTONIO-Emanuele/gaiRk5igaWU%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3450.0,57:30,2.0,GHILARDI Simone,1995,AM,ATL. LECCO-COLOMBO COSTRUZ.,4 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/GHILARDI-Simone/dqmRl5KhcGY%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
Marcia_10km,3462.0,57:42,2.0,CALIFANO Matteo,1996,AM,A.S.D. LIB. POL. AMAT. ATL. BN,6 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/CALIFANO-Matteo/gKqRkpKja2M%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
Marcia_10km,3471.0,57:51,2.0,GHILARDI Simone,1995,AM,ATL. LECCO-COLOMBO COSTRUZ.,13 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/GHILARDI-Simone/dqmRl5KhcGY%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
Marcia_10km,3501.0,58:21,2.0,BIZZARRI Nicola,1996,AM,LOLLIAUTO ASD,15 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/BIZZARRI-Nicola/eqiRlpikbWY%3D,https://www.fidal.it/societa/LOLLIAUTO-ASD/BO150
Marcia_10km,3527.0,58:47,2.0,TAMBURINI Pierino,1954,SM55,ATL. IMOLA SACMI AVIS,2 su- 1,Molinella,2012-05-06,https://www.fidal.it/atleta/TAMBURINI-Pierino/eqiRk5Onb2w%3D,https://www.fidal.it/societa/ATL--IMOLA-SACMI-AVIS/BO014
Marcia_10km,3548.0,59:08,2.0,CAPOGROSSI Luca,1996,AM,G.S. AMLETO MONTI,4 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/CAPOGROSSI-Luca/fqqRkpKlbGU%3D,https://www.fidal.it/societa/G-S--AMLETO-MONTI/TR009
Marcia_10km,3548.0,59:08,2.0,GUZZETTI Fabio,1996,AM,O.S.A. SARONNO LIB.,5 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/GUZZETTI-Fabio/drKRkpWkcGo%3D,https://www.fidal.it/societa/O-S-A--SARONNO-LIB-/VA119
Marcia_10km,3602.0,1h00:02,2.0,MANGIA Antonio,1987,SM,ECOSPORT SB. 2000 MONTE ASC,5 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/MANGIA-Antonio/haiRkpqkb2s%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-ASC/MT088
Marcia_10km,3618.0,1h00:18,2.0,CORTINOVIS Massimiliano,1995,AM,U.S. SCANZOROSCIATE,10 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/CORTINOVIS-Massimiliano/dqmRlpunaGo%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
Marcia_10km,3641.0,1h00:41,2.0,D'ALESSANDRO Vincenzo,1995,AM,ASD ENTERPRISE SPORT & SERVICE,16 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/D-ALESSANDRO-Vincenzo/gKyRkpWfcWc%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3648.0,1h00:48,2.0,CARRIERO Daniele,1996,AM,A.S.D. ATLETICA DON MILANI,11 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/CARRIERO-Daniele/hK2RkpKnbWY%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3672.0,1h01:12,2.0,DURANTE Salvatore,1996,AM,ASD ENTERPRISE SPORT & SERVICE,17 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/DURANTE-Salvatore/gKiRlpSlbGM%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3712.0,1h01:52,2.0,ADRIANI Francesco,1995,AM,U.S. GIOVANI ATLETI BARI,18 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/ADRIANI-Francesco/hKmRkpKgaGs%3D,https://www.fidal.it/societa/U-S--GIOVANI-ATLETI-BARI/BA006
Marcia_10km,3790.0,1h03:10,2.0,CARRIERO Daniele,1996,AM,A.S.D. ATLETICA DON MILANI,7 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/CARRIERO-Daniele/hK2RkpKnbWY%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3908.0,1h05:08,2.0,CARRIERO Daniele,1996,AM,A.S.D. ATLETICA DON MILANI,19 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/CARRIERO-Daniele/hK2RkpKnbWY%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,2664.0,44:24,2.0,RIGAUDO Elisa,1980,SF,G.A. FIAMME GIALLE,5 su- 1,Erdos,2012-09-14,https://www.fidal.it/atleta/RIGAUDO-Elisa/dKiRkpeibGU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
